Date,Description,Amount,Currency,Converted_INR,Category
2024-06-04,DECATHLON PAYMENT,95,USD,7932.5,Shopping
2024-02-10,CHARITY PAYMENT,98,USD,8183.0,General
2025-11-23,IPL MATCH PAYMENT,6028,JPY,3315.4,Entertainment
2024-11-13,STATIONERY PAYMENT,126,EUR,11239.2,General
2024-03-17,XBOX PAYMENT,3192,INR,3192,Entertainment
2025-07-01,POSTPAID BILL PAYMENT,8931,JPY,4912.05,Utilities
2025-07-26,ATM WITHDRAWAL PAYMENT,13,USD,1085.5,General
2024-07-26,GAME PAYMENT,100,USD,8350.0,Entertainment
2025-04-28,SHIRT PAYMENT,23,EUR,2051.6,Shopping
2025-10-17,UPI-CLOTHES-5123,5455,JPY,3000.25,Shopping
2024-01-07,WWW.AJIO.COM,7302,JPY,4016.1,Shopping
2025-12-13,YOUTUBE PREMIUM STORE,8248,JPY,4536.4,Entertainment
2025-06-01,WWW.INOX.COM,8449,JPY,4646.95,Entertainment
2025-03-29,POS / PUMA,7414,JPY,4077.7,Shopping
2024-05-02,SNACKS PAYMENT,32,USD,2672.0,Food
2025-05-25,PETROL PAYMENT,52,GBP,5465.2,Transport
2024-05-14,UPI-POWER BILL-1029,62,EUR,5530.4,Utilities
2025-05-28,NIKE PAYMENT,93,EUR,8295.6,Shopping
2025-05-08,BURGER KING PAYMENT,106,GBP,11140.6,Food
2024-11-30,DUNKIN STORE,2574,JPY,1415.7,Food
2025-08-26,CONSULTATION STORE,8779,JPY,4828.45,Health
2025-08-15,MOBILE RECHARGE PAYMENT,114,GBP,11981.4,Utilities
2024-09-17,POWER BILL PAYMENT,4446,INR,4446,Utilities
2025-01-17,SUPERMARKET PAYMENT,121,EUR,10793.2,Food
2024-05-12,GAS CYLINDER PAYMENT,44,EUR,3924.8,Utilities
2025-12-16,HAIRCUT PAYMENT,2665,JPY,1465.75,General
2024-04-18,EVENT PAYMENT,8325,JPY,4578.75,Entertainment
2025-06-01,WWW.BP PUMP.COM,5259,JPY,2892.45,Transport
2025-04-24,KFC PAYMENT,7585,JPY,4171.75,Food
2025-06-23,CHAI PAYMENT,5226,JPY,2874.3,Food
2025-05-27,INDIGO PAYMENT,2066,INR,2066,Transport
2024-03-12,UPI-FLIGHT-2829,97,EUR,8652.4,Transport
2025-10-26,MCDONALDS PAYMENT,8398,JPY,4618.9,Food
2024-07-04,TAXI PAYMENT,4093,INR,4093,Transport
2024-07-02,TABLETS PAYMENT,5261,JPY,2893.55,Health
2024-12-31,TABLETS PAYMENT,66,GBP,6936.6,Health
2025-01-11,INTERNET PAYMENT,5419,JPY,2980.45,Utilities
2025-04-12,APOLLO PHARMACY PAYMENT,726,INR,726,Health
2025-09-28,TABLETS PAYMENT,4140,INR,4140,Health
2025-10-14,PRIME VIDEO PAYMENT,1877,JPY,1032.35,Entertainment
2024-07-28,BLOOD TEST PAYMENT,141,EUR,12577.2,Health
2025-07-17,PIZZA PAYMENT,141,GBP,14819.1,Food
2024-09-29,FASTAG PAYMENT,90,INR,90,Transport
2025-02-04,WIFI PAYMENT,101,EUR,9009.2,Utilities
2024-09-07,ZARA PAYMENT,137,GBP,14398.7,Shopping
2025-04-06,GIFT PAYMENT,80,GBP,8408.0,General
2025-04-25,CASH PAYMENT,2677,INR,2677,General
2024-09-21,YOUTUBE PREMIUM PAYMENT,6954,JPY,3824.7,Entertainment
2024-07-02,UPI PAYMENT,99,USD,8266.5,General
2025-03-09,SPA PAYMENT,117,USD,9769.5,General
2025-05-16,HOUSE RENT PAYMENT,36,GBP,3783.6,Utilities
2025-10-10,GYM PAYMENT,1416,JPY,778.8,Health
2025-03-21,WWW.LATTE.COM,3656,JPY,2010.8,Food
2024-02-24,IKEA PAYMENT,49,GBP,5149.9,Shopping
2024-07-07,TACO BELL PAYMENT,58,EUR,5173.6,Food
2024-10-06,YOUTUBE PREMIUM PAYMENT,1351,INR,1351,Entertainment
2024-03-20,FUEL PAYMENT,4399,INR,4399,Transport
2025-03-14,WWW.MAINTENANCE.COM,119,USD,9936.5,Utilities
2024-02-14,FLIGHT STORE,132,EUR,11774.4,Transport
2025-01-20,MYNTRA PAYMENT,11,USD,918.5,Shopping
2024-07-14,JIO FIBER PAYMENT,28,USD,2338.0,Utilities
2024-09-27,BUS TICKET PAYMENT,12,EUR,1070.4,Transport
2025-10-07,XBOX PAYMENT,4872,INR,4872,Entertainment
2024-11-21,SWIGGY PAYMENT,18,EUR,1605.6,Food
2024-03-01,PIZZA PAYMENT,23,USD,1920.5,Food
2024-12-17,BROADBAND PAYMENT,134,EUR,11952.8,Utilities
2025-12-15,POS / ATM WITHDRAWAL,3994,INR,3994,General
2025-04-24,CLINIC PAYMENT,57,USD,4759.5,Health
2025-03-03,COURIER PAYMENT,4121,JPY,2266.55,General
2025-10-11,MALL PAYMENT,128,EUR,11417.6,Shopping
2025-05-03,WWW.ACT FIBERNET.COM,6347,JPY,3490.85,Utilities
2025-07-29,WATER BILL PAYMENT,4064,INR,4064,Utilities
2024-06-27,CASH PAYMENT,26,GBP,2732.6,General
2024-06-19,MOBILE RECHARGE PAYMENT,128,EUR,11417.6,Utilities
2025-09-16,SEND MONEY PAYMENT,924,INR,924,General
2025-01-23,NETFLIX PAYMENT,2116,JPY,1163.8,Entertainment
2024-09-14,WWW.AIR INDIA.COM,72,USD,6012.0,Transport
2025-08-02,UPI-LPG-6140,56,USD,4676.0,Utilities
2024-08-19,1MG PAYMENT,4613,INR,4613,Health
2024-12-07,MCDONALDS PAYMENT,75,EUR,6690.0,Food
2024-05-09,COURIER PAYMENT,23,EUR,2051.6,General
2025-11-30,XEROX PAYMENT,27,USD,2254.5,General
2024-09-09,POS / SWIGGY,133,USD,11105.5,Food
2025-08-05,SHELL STATION STORE,1082,INR,1082,Transport
2024-05-21,TRAIN TICKET PAYMENT,129,GBP,13557.9,Transport
2025-09-08,BREAKFAST PAYMENT,2254,INR,2254,Food
2025-02-20,INTERNET PAYMENT,2742,JPY,1508.1,Utilities
2025-04-10,POS / CRICKET,84,GBP,8828.4,Entertainment
2025-08-02,POS / TABLETS,2687,JPY,1477.85,Health
2025-10-18,CRICKET PAYMENT,21,EUR,1873.2,Entertainment
2025-09-17,GOLD'S GYM PAYMENT,7518,JPY,4134.9,Health
2025-03-11,RAILWAY PAYMENT,828,JPY,455.4,Transport
2025-06-19,UPI-1MG-7697,1768,INR,1768,Health
2025-08-19,SALON PAYMENT,110,EUR,9812.0,General
2024-08-17,CHARITY PAYMENT,143,EUR,12755.6,General
2024-07-23,GAS CYLINDER PAYMENT,28,USD,2338.0,Utilities
2025-05-14,HOTSTAR PAYMENT,2433,INR,2433,Entertainment
2024-06-22,PARKING PAYMENT,114,GBP,11981.4,Transport
2025-05-18,POS / XBOX,21,USD,1753.5,Entertainment
2025-06-19,RESTAURANT PAYMENT,122,EUR,10882.4,Food
2024-07-29,EVENT PAYMENT,46,EUR,4103.2,Entertainment
2025-12-02,SPA STORE,3471,JPY,1909.05,General
2025-07-22,THEATRE PAYMENT,33,USD,2755.5,Entertainment
2024-01-03,JEANS PAYMENT,3761,INR,3761,Shopping
2024-08-12,MAINTENANCE PAYMENT,6,EUR,535.2,Utilities
2025-07-11,TOLL PAYMENT,42,USD,3507.0,Transport
2025-02-20,BAKERY PAYMENT,79,EUR,7046.8,Food
2025-10-15,OLA PAYMENT,39,EUR,3478.8,Transport
2024-04-27,CONCERT PAYMENT,117,USD,9769.5,Entertainment
2025-09-30,DIESEL PAYMENT,2952,JPY,1623.6,Transport
2024-02-17,UPI-TRANSFER-1173,44,EUR,3924.8,General
2025-02-04,STEAM PAYMENT,108,USD,9018.0,Entertainment
2025-08-12,DENTIST PAYMENT,54,GBP,5675.4,Health
2024-12-01,MYNTRA PAYMENT,19,GBP,1996.9,Shopping
2024-02-14,POS / BISTRO,22,GBP,2312.2,Food
2024-06-28,STATIONERY PAYMENT,120,GBP,12612.0,General
2024-12-19,EMIRATES PAYMENT,14,EUR,1248.8,Transport
2024-12-29,SUPERMARKET PAYMENT,2848,INR,2848,Food
2024-02-05,HOUSE RENT PAYMENT,1751,JPY,963.05,Utilities
2025-09-29,HOTSTAR PAYMENT,69,EUR,6154.8,Entertainment
2025-05-12,HOUSE RENT PAYMENT,105,USD,8767.5,Utilities
2025-08-21,HOTSTAR PAYMENT,36,USD,3006.0,Entertainment
2024-07-18,CASH PAYMENT,775,INR,775,General
2025-09-28,INOX PAYMENT,51,USD,4258.5,Entertainment
2024-04-06,APPLE MUSIC PAYMENT,6774,JPY,3725.7,Entertainment
2024-02-08,POS / CRICKET,111,GBP,11666.1,Entertainment
2025-12-16,BUS TICKET PAYMENT,124,USD,10354.0,Transport
2024-11-26,UPI-TAXI-6513,2232,JPY,1227.6,Transport
2024-05-09,TRAIN TICKET PAYMENT,71,EUR,6333.2,Transport
2025-11-04,RENT PAYMENT,15,EUR,1338.0,Utilities
2024-01-03,RESTAURANT PAYMENT,4218,INR,4218,Food
2025-08-04,XBOX PAYMENT,138,USD,11523.0,Entertainment
2024-09-06,AIR INDIA PAYMENT,4576,INR,4576,Transport
2025-08-01,SNACKS PAYMENT,91,EUR,8117.2,Food
2025-10-08,APOLLO PHARMACY PAYMENT,788,JPY,433.4,Health
2025-02-23,PARKING PAYMENT,2414,JPY,1327.7,Transport
2025-11-25,CULT FIT STORE,8258,JPY,4541.9,Health
2024-05-31,PLAYSTATION PAYMENT,139,EUR,12398.8,Entertainment
2024-07-06,SNEAKERS PAYMENT,82,EUR,7314.4,Shopping
2025-11-27,UPI-RESTAURANT-1187,100,EUR,8920.0,Food
2024-10-03,INOX PAYMENT,8,EUR,713.6,Entertainment
2024-12-09,FLIGHT PAYMENT,10,GBP,1051.0,Transport
2024-03-31,CAFE PAYMENT,67,GBP,7041.7,Food
2025-10-05,GIFT PAYMENT,3132,INR,3132,General
2024-11-22,BAKERY PAYMENT,45,GBP,4729.5,Food
2024-09-28,JIO FIBER PAYMENT,5467,JPY,3006.85,Utilities
2024-12-11,TEA PAYMENT,9564,JPY,5260.2,Food
2025-11-27,TOLL PAYMENT,38,EUR,3389.6,Transport
2025-04-07,KFC PAYMENT,121,USD,10103.5,Food
2024-08-10,SHOES PAYMENT,9820,JPY,5401.0,Shopping
2024-03-20,POS / APOLLO PHARMACY,1653,INR,1653,Health
2024-05-30,CULT FIT PAYMENT,40,USD,3340.0,Health
2024-01-20,NETFLIX PAYMENT,4182,JPY,2300.1,Entertainment
2025-11-16,WATER BILL PAYMENT,3638,INR,3638,Utilities
2024-10-03,OLA STORE,88,EUR,7849.6,Transport
2025-10-31,HOSPITAL PAYMENT,17,GBP,1786.7,Health
2025-06-29,STATIONERY PAYMENT,6856,JPY,3770.8,General
2025-04-09,APOLLO PHARMACY PAYMENT,83,EUR,7403.6,Health
2024-02-22,TABLETS PAYMENT,4789,INR,4789,Health
2024-11-18,CRICKET PAYMENT,138,GBP,14503.8,Entertainment
2024-07-22,INSURANCE PREMIUM PAYMENT,8865,JPY,4875.75,Health
2024-06-19,PHARMACY PAYMENT,3640,INR,3640,Health
2024-01-30,WWW.TOLL.COM,3117,JPY,1714.35,Transport
2024-06-02,HOTSTAR STORE,35,EUR,3122.0,Entertainment
2025-08-17,SNACKS PAYMENT,6951,JPY,3823.05,Food
2024-01-03,WWW.SEND MONEY.COM,99,USD,8266.5,General
2025-03-31,JIO FIBER PAYMENT,115,USD,9602.5,Utilities
2024-12-23,WWW.TACO BELL.COM,20,EUR,1784.0,Food
2025-11-16,PRIME VIDEO PAYMENT,9670,JPY,5318.5,Entertainment
2025-05-14,INDIGO PAYMENT,42,GBP,4414.2,Transport
2024-08-15,BISTRO PAYMENT,41,EUR,3657.2,Food
2024-01-30,DECATHLON PAYMENT,86,EUR,7671.2,Shopping
2025-09-20,POS / GOLD'S GYM,36,EUR,3211.2,Health
2024-02-24,LATTE PAYMENT,121,EUR,10793.2,Food
2024-12-24,TRAIN TICKET PAYMENT,105,GBP,11035.5,Transport
2024-05-05,POS / PHARMACY,64,EUR,5708.8,Health
2024-06-21,NETMEDS PAYMENT,41,EUR,3657.2,Health
2024-07-27,UPI-LAB TEST-6819,6483,JPY,3565.65,Health
2025-05-12,POS / INDIGO,6244,JPY,3434.2,Transport
2024-10-16,NETMEDS PAYMENT,1086,INR,1086,Health
2024-09-23,RAILWAY PAYMENT,124,EUR,11060.8,Transport
2024-09-05,XBOX PAYMENT,1345,INR,1345,Entertainment
2024-10-08,SUBWAY PAYMENT,62,USD,5177.0,Food
2024-03-26,POS / BAKERY,4062,INR,4062,Food
2024-06-21,RENT PAYMENT,93,GBP,9774.3,Utilities
2024-12-24,SAMSUNG PAYMENT,6574,JPY,3615.7,Shopping
2025-11-07,SAMSUNG PAYMENT,138,USD,11523.0,Shopping
2024-03-23,POST OFFICE PAYMENT,1322,INR,1322,General
2024-03-03,UNIQLO PAYMENT,130,GBP,13663.0,Shopping
2025-11-14,BP PUMP PAYMENT,52,GBP,5465.2,Transport
2025-03-22,WWW.SHIRT.COM,116,EUR,10347.2,Shopping
2024-10-03,POS / SPA,129,USD,10771.5,General
2025-08-24,DINNER PAYMENT,2352,INR,2352,Food
2025-12-16,SUBWAY PAYMENT,8053,JPY,4429.15,Food
2024-11-21,BUS TICKET PAYMENT,77,USD,6429.5,Transport
2024-11-11,FASTAG PAYMENT,22,USD,1837.0,Transport
2024-05-20,PVR PAYMENT,4230,INR,4230,Entertainment
2024-07-21,DONATION PAYMENT,4540,INR,4540,General
2025-08-15,CINEMA PAYMENT,10,EUR,892.0,Entertainment
2025-08-02,UPI-PRINT-1319,76,EUR,6779.2,General
2025-08-28,TOLL PAYMENT,72,EUR,6422.4,Transport
2025-11-20,TAXI PAYMENT,74,EUR,6600.8,Transport
2025-12-14,UPI PAYMENT,14,EUR,1248.8,General
2024-05-26,GYM PAYMENT,75,EUR,6690.0,Health
2024-04-25,WWW.FRUITS.COM,7903,JPY,4346.65,Food
2025-05-23,WWW.STEAM.COM,18,GBP,1891.8,Entertainment
2025-05-19,DOMINOS STORE,4081,INR,4081,Food
2024-08-16,CHARITY PAYMENT,140,USD,11690.0,General
2024-02-26,AJIO PAYMENT,52,USD,4342.0,Shopping
2025-03-06,MAINTENANCE PAYMENT,44,GBP,4624.4,Utilities
2024-02-03,ESPRESSO PAYMENT,134,GBP,14083.4,Food
2025-05-04,UPI PAYMENT,95,EUR,8474.0,General
2025-08-16,DUNKIN PAYMENT,12,GBP,1261.2,Food
2025-02-24,NETMEDS PAYMENT,2243,INR,2243,Health
2025-03-27,AMAZON PAYMENT,115,EUR,10258.0,Shopping
2025-10-31,NIKE PAYMENT,4358,INR,4358,Shopping
2024-01-25,ACT FIBERNET PAYMENT,2789,INR,2789,Utilities
2025-06-04,HAIRCUT PAYMENT,84,EUR,7492.8,General
2024-05-26,DOCTOR PAYMENT,6801,JPY,3740.55,Health
2024-09-17,WWW.PRINT.COM,92,EUR,8206.4,General
2024-10-19,UPI-BROADBAND-3393,129,GBP,13557.9,Utilities
2025-03-19,1MG PAYMENT,150,EUR,13380.0,Health
2025-09-05,BUS TICKET PAYMENT,16,EUR,1427.2,Transport
2025-08-16,ATM WITHDRAWAL PAYMENT,4055,INR,4055,General
2025-12-12,POS / STARBUCKS,3720,INR,3720,Food
2024-09-04,MALL PAYMENT,52,EUR,4638.4,Shopping
2025-01-16,UPI-BAKERY-3608,4954,INR,4954,Food
2025-07-14,MEDICINE PAYMENT,22,USD,1837.0,Health
2024-11-24,UPI-PLAYSTATION-1388,11,EUR,981.2,Entertainment
2024-02-01,GAS CYLINDER PAYMENT,82,GBP,8618.2,Utilities
2025-03-25,SHOES PAYMENT,84,GBP,8828.4,Shopping
2025-10-03,TRANSFER PAYMENT,6274,JPY,3450.7,General
2024-02-05,WWW.TATA SKY.COM,64,EUR,5708.8,Utilities
2025-01-28,OLA PAYMENT,3952,INR,3952,Transport
2025-10-04,CAFE PAYMENT,47,GBP,4939.7,Food
2024-05-20,DIESEL PAYMENT,1618,INR,1618,Transport
2025-10-06,APPLE STORE PAYMENT,4274,INR,4274,Shopping
2025-08-31,BISTRO PAYMENT,39,USD,3256.5,Food
2024-08-31,WWW.UNIQLO.COM,1247,INR,1247,Shopping
2025-08-21,AIRTEL BILL PAYMENT,80,EUR,7136.0,Utilities
2025-03-14,CAB PAYMENT,3371,INR,3371,Transport
2024-11-09,WWW.COFFEE.COM,69,GBP,7251.9,Food
2024-09-25,RENT PAYMENT,49,USD,4091.5,Utilities
2024-03-20,LAB TEST PAYMENT,115,USD,9602.5,Health
2025-07-04,NETMEDS PAYMENT,69,EUR,6154.8,Health
2025-07-02,BLOOD TEST PAYMENT,9150,JPY,5032.5,Health
2024-04-11,UPI-CAPPUCCINO-5808,282,INR,282,Food
2025-09-24,BP PUMP PAYMENT,77,USD,6429.5,Transport
2024-11-14,TEA PAYMENT,5395,JPY,2967.25,Food
2024-02-07,SHOES PAYMENT,107,EUR,9544.4,Shopping
2025-12-14,NETMEDS PAYMENT,136,EUR,12131.2,Health
2025-02-02,MAINTENANCE PAYMENT,45,USD,3757.5,Utilities
2025-04-06,DIESEL PAYMENT,141,EUR,12577.2,Transport
2025-04-09,CAPPUCCINO PAYMENT,69,USD,5761.5,Food
2025-07-03,HOUSE RENT PAYMENT,2582,INR,2582,Utilities
2025-12-04,AIR INDIA PAYMENT,2923,INR,2923,Transport
2025-05-05,POS / ESPRESSO,1631,INR,1631,Food
2025-03-13,INSURANCE PREMIUM PAYMENT,21,USD,1753.5,Health
2025-08-10,CHARITY PAYMENT,134,GBP,14083.4,General
2025-01-28,LPG PAYMENT,127,EUR,11328.4,Utilities
2025-09-25,APPLE MUSIC PAYMENT,129,EUR,11506.8,Entertainment
2024-07-22,ONEPLUS PAYMENT,67,EUR,5976.4,Shopping
2024-08-07,DOMINOS PAYMENT,7681,JPY,4224.55,Food
2025-03-21,SPA PAYMENT,44,GBP,4624.4,General
2024-10-26,FASTAG STORE,75,EUR,6690.0,Transport
2024-05-03,DUNKIN PAYMENT,550,INR,550,Food
2024-02-25,MAINTENANCE PAYMENT,130,USD,10855.0,Utilities
2024-08-14,WWW.STATIONERY.COM,99,USD,8266.5,General
2025-09-25,BUS TICKET PAYMENT,140,GBP,14714.0,Transport
2024-06-26,COURIER PAYMENT,41,GBP,4309.1,General
2025-07-08,BP PUMP PAYMENT,64,EUR,5708.8,Transport
2025-01-24,CAB PAYMENT,122,USD,10187.0,Transport
2024-09-27,TOLL PAYMENT,3196,INR,3196,Transport
2024-01-03,CONCERT PAYMENT,125,EUR,11150.0,Entertainment
2024-03-29,DONATION PAYMENT,1473,INR,1473,General
2025-03-18,CONSULTATION PAYMENT,110,EUR,9812.0,Health
2024-05-11,STARBUCKS PAYMENT,2063,JPY,1134.65,Food
2024-01-01,REEBOK PAYMENT,11,GBP,1156.1,Shopping
2025-12-08,DUNKIN PAYMENT,446,INR,446,Food
2025-07-16,WWW.MEDICINE.COM,132,GBP,13873.2,Health
2025-11-15,PVR PAYMENT,34,USD,2839.0,Entertainment
2024-06-23,LAB TEST PAYMENT,57,GBP,5990.7,Health
2025-10-16,LYFT PAYMENT,46,GBP,4834.6,Transport
2025-06-02,PHARMACY PAYMENT,101,USD,8433.5,Health
2024-08-23,PLAYSTATION PAYMENT,8,USD,668.0,Entertainment
2025-11-16,TRANSFER STORE,69,USD,5761.5,General
2025-01-05,SUPERMARKET PAYMENT,75,EUR,6690.0,Food
2025-07-20,POS / SALON,47,EUR,4192.4,General
2025-09-22,BUS TICKET PAYMENT,149,GBP,15659.9,Transport
2025-10-23,WATER BILL PAYMENT,85,EUR,7582.0,Utilities
2025-02-03,STEAM PAYMENT,75,EUR,6690.0,Entertainment
2025-07-02,METRO CARD PAYMENT,4517,JPY,2484.35,Transport
2024-12-04,AIRTEL BILL PAYMENT,2008,INR,2008,Utilities
2024-07-09,POS / SNEAKERS,57,USD,4759.5,Shopping
2025-10-03,PREPAID RECHARGE PAYMENT,118,EUR,10525.6,Utilities
2024-06-26,JIO FIBER PAYMENT,74,EUR,6600.8,Utilities
2024-05-13,AIR INDIA PAYMENT,4971,INR,4971,Transport
2025-04-20,POS / ONEPLUS,7978,JPY,4387.9,Shopping
2024-05-08,WWW.APPLE MUSIC.COM,820,INR,820,Entertainment
2025-03-10,LATTE PAYMENT,5482,JPY,3015.1,Food
2024-06-15,JIO FIBER PAYMENT,1562,JPY,859.1,Utilities
2025-05-08,NETFLIX PAYMENT,66,GBP,6936.6,Entertainment
2024-06-07,UPI STORE,63,GBP,6621.3,General
2024-03-20,CONSULTATION PAYMENT,32,USD,2672.0,Health
2024-06-03,SPOTIFY PAYMENT,12,GBP,1261.2,Entertainment
2025-07-13,SPOTIFY PAYMENT,4989,INR,4989,Entertainment
2024-05-30,POSTPAID BILL PAYMENT,48,USD,4008.0,Utilities
2025-11-25,FUEL PAYMENT,84,USD,7014.0,Transport
2025-06-15,UPI-XEROX-9762,87,EUR,7760.4,General
2025-09-03,PETROL PAYMENT,64,USD,5344.0,Transport
2025-01-05,WWW.CHAI.COM,108,USD,9018.0,Food
2024-02-02,ADIDAS PAYMENT,110,EUR,9812.0,Shopping
2025-02-22,HOSPITAL PAYMENT,98,EUR,8741.6,Health
2024-02-09,WATER BILL PAYMENT,29,EUR,2586.8,Utilities
2025-11-29,TATA SKY PAYMENT,64,GBP,6726.4,Utilities
2025-04-13,DISNEY+ PAYMENT,3286,INR,3286,Entertainment
2024-11-29,BAKERY PAYMENT,114,GBP,11981.4,Food
2025-11-11,UNIQLO PAYMENT,201,INR,201,Shopping
2024-03-21,PETROL STORE,108,GBP,11350.8,Transport
2025-12-09,APOLLO PHARMACY PAYMENT,142,USD,11857.0,Health
2025-04-29,OLA PAYMENT,23,GBP,2417.3,Transport
2024-09-14,YOUTUBE PREMIUM PAYMENT,87,GBP,9143.7,Entertainment
2024-04-08,INDIGO PAYMENT,85,USD,7097.5,Transport
2024-06-26,UPI-TOLL-3763,112,EUR,9990.4,Transport
2025-01-29,POS / TAXI,121,GBP,12717.1,Transport
2024-08-25,CASH PAYMENT,1531,INR,1531,General
2024-01-09,POST OFFICE PAYMENT,25,USD,2087.5,General
2024-04-16,LAB TEST PAYMENT,4502,INR,4502,Health
2024-08-01,CULT FIT PAYMENT,22,EUR,1962.4,Health
2024-03-14,INTERNET PAYMENT,15,USD,1252.5,Utilities
2025-02-11,CRICKET PAYMENT,4581,JPY,2519.55,Entertainment
2025-11-06,INTERNET PAYMENT,5492,JPY,3020.6,Utilities
2024-10-26,UPI-GAS CYLINDER-8979,3970,INR,3970,Utilities
2025-09-13,APPLE MUSIC PAYMENT,92,USD,7682.0,Entertainment
2025-04-30,SNACKS PAYMENT,93,EUR,8295.6,Food
2024-01-29,SHELL STATION PAYMENT,99,USD,8266.5,Transport
2024-08-24,POS / CLOTHES,139,GBP,14608.9,Shopping
2024-11-27,SUPERMARKET PAYMENT,18,USD,1503.0,Food
2024-04-19,CULT FIT PAYMENT,84,EUR,7492.8,Health
2024-11-14,XEROX PAYMENT,36,USD,3006.0,General
2025-11-27,LATTE PAYMENT,44,GBP,4624.4,Food
2024-02-04,BROADBAND PAYMENT,44,EUR,3924.8,Utilities
2025-06-26,CULT FIT PAYMENT,4809,JPY,2644.95,Health
2024-10-25,INTERNET PAYMENT,57,GBP,5990.7,Utilities
2024-03-29,NETMEDS PAYMENT,129,GBP,13557.9,Health
2025-03-03,POS / BAKERY,3804,INR,3804,Food
2025-10-19,PREPAID RECHARGE PAYMENT,61,USD,5093.5,Utilities
2025-11-21,UPI PAYMENT,139,USD,11606.5,General
2025-01-07,H&M PAYMENT,44,EUR,3924.8,Shopping
2025-09-02,SAMSUNG PAYMENT,1270,JPY,698.5,Shopping
2025-10-05,OLA PAYMENT,2707,INR,2707,Transport
2025-09-15,MOBILE RECHARGE PAYMENT,4569,JPY,2512.95,Utilities
2025-09-01,SUPERMARKET PAYMENT,102,USD,8517.0,Food
2025-10-29,GIFT PAYMENT,78,GBP,8197.8,General
2025-09-25,METRO CARD PAYMENT,44,EUR,3924.8,Transport
2024-12-27,HAIRCUT PAYMENT,14,USD,1169.0,General
2024-09-29,ONEPLUS PAYMENT,148,EUR,13201.6,Shopping
2025-01-29,POST OFFICE PAYMENT,39,USD,3256.5,General
2024-02-15,UPI-CRICKET-7193,2513,INR,2513,Entertainment
2025-07-30,STEAM PAYMENT,123,USD,10270.5,Entertainment
2024-05-03,DISNEY+ PAYMENT,3950,JPY,2172.5,Entertainment
2025-06-22,CINEMA PAYMENT,55,EUR,4906.0,Entertainment
2025-02-24,CASH PAYMENT,9159,JPY,5037.45,General
2024-06-14,SHIRT PAYMENT,609,INR,609,Shopping
2025-04-12,CLOTHES PAYMENT,1418,INR,1418,Shopping
2024-03-23,UPI-UNIQLO-9490,34,USD,2839.0,Shopping
2025-07-22,KFC PAYMENT,42,USD,3507.0,Food
2025-07-31,FASTAG PAYMENT,556,INR,556,Transport
2024-04-17,REEBOK PAYMENT,3959,INR,3959,Shopping
2024-02-29,DTH PAYMENT,7,USD,584.5,Utilities
2025-02-04,CASH PAYMENT,52,USD,4342.0,General
2025-12-11,GIFT PAYMENT,1837,INR,1837,General
2024-09-16,POS / CAPPUCCINO,119,USD,9936.5,Food
2025-12-04,CULT FIT PAYMENT,753,JPY,414.15,Health
2024-01-26,SWIGGY STORE,34,USD,2839.0,Food
2025-02-11,CASH PAYMENT,120,GBP,12612.0,General
2025-08-17,POS / PIZZA,76,EUR,6779.2,Food
2024-07-06,INTERNET PAYMENT,6466,JPY,3556.3,Utilities
2024-05-18,APOLLO PHARMACY PAYMENT,9198,JPY,5058.9,Health
2025-11-02,HAIRCUT STORE,887,JPY,487.85,General
2024-04-03,GOLD'S GYM PAYMENT,4113,INR,4113,Health
2024-01-21,RESTAURANT PAYMENT,41,EUR,3657.2,Food
2025-03-20,STEAM PAYMENT,98,USD,8183.0,Entertainment
2024-01-08,STATIONERY PAYMENT,1734,JPY,953.7,General
2024-08-22,PLAYSTATION PAYMENT,7982,JPY,4390.1,Entertainment
2024-11-12,WWW.JEANS.COM,1838,INR,1838,Shopping
2024-08-05,UPI-UNIQLO-9012,95,GBP,9984.5,Shopping
2025-11-15,PARKING PAYMENT,92,GBP,9669.2,Transport
2024-02-19,PLAYSTATION PAYMENT,1174,INR,1174,Entertainment
2025-10-18,BURGER KING PAYMENT,6962,JPY,3829.1,Food
2024-03-16,UPI-FRUITS-5522,117,EUR,10436.4,Food
2024-09-25,UPI-CONCERT-6036,2994,INR,2994,Entertainment
2024-07-17,H&M PAYMENT,4416,INR,4416,Shopping
2024-07-23,POS / CULT FIT,150,GBP,15765.0,Health
2025-10-30,LYFT PAYMENT,5671,JPY,3119.05,Transport
2025-01-05,INSURANCE PREMIUM PAYMENT,118,GBP,12401.8,Health
2024-05-29,MALL PAYMENT,124,GBP,13032.4,Shopping
2024-09-14,BLOOD TEST PAYMENT,568,INR,568,Health
2025-01-12,HAIRCUT PAYMENT,2447,JPY,1345.85,General
2025-09-11,INOX PAYMENT,32,USD,2672.0,Entertainment
2025-08-25,UPI-UNIQLO-4507,4862,JPY,2674.1,Shopping
2024-05-24,DOCTOR PAYMENT,85,EUR,7582.0,Health
2025-08-18,POS / CINEMA,88,GBP,9248.8,Entertainment
2025-08-13,TOLL PAYMENT,4534,JPY,2493.7,Transport
2024-02-20,DTH PAYMENT,8,USD,668.0,Utilities
2024-02-04,APPLE STORE PAYMENT,20,EUR,1784.0,Shopping
2025-10-12,APPLE MUSIC PAYMENT,5,EUR,446.0,Entertainment
2024-11-23,POST OFFICE PAYMENT,5686,JPY,3127.3,General
2024-09-15,ELECTRICITY BILL PAYMENT,9714,JPY,5342.7,Utilities
